,DTS
48741,255.2436
48742,253.2668
48743,250.9589
48744,246.9955
48745,244.6856
48746,248.6711
48747,250.3367
48748,249.6845
48749,244.7276
48750,240.451
48751,236.8006
48752,233.4993
48753,239.1392
48754,242.1293
48755,250.0863
48756,254.0698
48757,256.0666
48758,250.4475
48759,246.8131
48760,243.843
48761,241.6261
48762,240.2206
48763,236.9194
48764,233.287
48765,229.6546
48766,227.3467
48767,229.0124
48768,232.3336
48769,233.335
48770,230.698
48771,229.3815
48772,231.0491
48773,235.6949
48774,241.0029
48775,245.9798
48776,244.3342
48777,241.031
48778,237.3992
48779,231.1179
48780,226.161
48781,225.1756
48782,226.8432
48783,227.5155
48784,227.8566
48785,225.8799
48786,221.2542
48787,215.9661
48788,213.3271
48789,215.655
48790,219.6385
48791,221.6353
48792,223.3009
48793,223.9732
48794,223.9819
48795,223.9932
48796,222.3476
48797,220.3708
48798,218.3941
48799,216.7485
48800,215.432
48801,213.7883
48802,212.803
48803,212.4819
48804,212.823
48805,216.4754
48806,221.4523
48807,237.357
48808,244.6511
48809,243.3366
48810,239.1616
48811,235.4257
48812,227.8231
48813,223.2007
48814,222.5491
48815,225.5453
48816,228.8699
48817,232.1945
48818,233.2012
48819,228.5788
48820,218.3273
48821,213.7022
48822,210.4043
48823,209.4216
48824,210.0999
48825,211.7688
48826,215.0935
48827,218.4181
48828,222.7361
48829,225.7295
48830,227.7297
48831,229.0675
48832,228.0875
48833,221.8094
48834,216.8559
48835,213.8891
48836,215.8892
48837,221.5317
48838,228.4987
48839,235.1346
48840,239.1214
48841,239.797
48842,238.817
48843,235.5191
48844,230.2345
48845,224.9498
48846,221.6492
48847,218.0202
48848,216.0441
48849,218.0469
48850,218.3914
48851,217.4113
48852,217.7558
48853,219.4248
48854,222.7494
48855,228.0608
48856,237.6759
48857,246.6297
48858,251.2787
48859,253.2789
48860,255.279
48861,256.6168
48862,257.6236
48863,258.9614
48864,260.6304
48865,262.6305
48866,264.6306
48867,264.9724
48868,263.6639
48869,260.6971
48870,256.4059
48871,252.7768
48872,250.8034
48873,252.4724
48874,252.8169
48875,251.5057
48876,247.5456
48877,240.9355
48878,238.3008
48879,234.333
48880,230.0466
48881,225.4242
48882,221.7952
48883,219.8191
48884,221.4908
48885,222.8286
48886,224.4976
48887,225.8355
48888,227.5045
48889,229.1734
48890,231.1736
48891,233.8359
48892,238.4353
48893,242.8039
48894,242.155
48895,239.2722
48896,233.5715
48897,228.9491
48898,223.9956
48899,220.0354
48900,217.7309
48901,214.7641
48902,209.4794
48903,204.857
48904,194.2585
48905,182.6957
48906,175.0931
48907,172.7886
48908,173.1331
48909,175.1332
48910,175.8088
48911,175.1572
48912,174.1798
48913,173.8594
48914,173.2403
48915,172.5914
48916,171.9424
48917,171.628
48918,172.6413
48919,174.3136
48920,176.317
48921,177.9893
48922,178.0059
48923,176.36700000000005
48924,174.0658
48925,171.1023
48926,168.8011
48927,167.821
48928,169.4966
48929,171.1689
48930,173.5034
48931,174.8446
48932,174.8613
48933,174.2124
48934,172.2456
48935,170.4778
48936,168.6365
48937,167.3287
48938,165.6897
48939,165.0408
48940,165.3919
48941,166.7965
48942,167.7403
48943,168.422
48944,169.1009
48945,169.1145
48946,169.4653
48947,170.8065
48948,172.1443
48949,174.4788
48950,177.4756
48951,181.1347
48952,186.1182
48953,188.4527
48954,192.774
48955,194.4463
48956,194.7941
48957,195.8041
48958,198.1387
48959,200.4732
48960,201.8144
48961,202.4933
48962,202.8378
48963,199.8776
48964,197.6518
48965,195.9341
48966,196.6163
48967,199.282
48968,201.2854
48969,201.6331
48970,199.9942
48971,194.7128
48972,190.756
48973,186.7991
48974,184.829
48975,184.8457
48976,185.5246
48977,185.2101
48978,183.24
48979,179.9454
48980,176.3197
48981,173.6807
48982,170.7205
48983,170.0716
48984,170.0916
48985,170.1082
48986,169.7904
48987,168.4859
48988,166.8469
48989,165.208
48990,165.8869
48991,167.5592
48992,168.9003
48993,169.2469
48994,168.6025
48995,167.6258
48996,166.9769
48997,166.6624
48998,168.0069
48999,169.3481
49000,170.6892
49001,171.037
49002,170.7225
49003,169.7458
49004,169.428
49005,170.1102
49006,173.107
49007,177.4283
49008,182.4118
49009,185.4087
49010,182.7763
49011,178.9354
49012,172.8746
49013,168.2555
49014,165.292
49015,168.2887
49016,171.5177
49017,174.9445
49018,178.2724
49019,182.2626
49020,185.9216
49021,188.9184
49022,192.2462
49023,193.9185
49024,195.5908
49025,196.2697
49026,196.6174
49027,195.9718
49028,194.0017
49029,191.0382
49030,188.4058
49031,188.088
49032,189.098
49033,195.0749
49034,199.065
49035,201.5189
49036,203.403
49037,204.0818
49038,203.1595
49039,201.4661
49040,199.894
49041,198.1881
49042,196.5491
49043,195.2379
49044,194.2612
49045,193.1908
49046,192.4263
49047,191.6654
49048,191.0165
49049,190.702
49050,190.7219
49051,190.737
49052,190.8379
49053,191.4324
49054,192.113
49055,193.123
49056,193.4707
49057,193.4873
49058,192.8418
49059,191.5339
49060,187.9081
49061,183.6201
49062,182.9712
49063,184.1093
49064,186.9813
49065,189.978
49066,192.3126
49067,194.9782
49068,198.9684
49069,202.2962
49070,204.2996
49071,204.9785
49072,204.664
49073,202.3628
49074,199.0632
49075,195.7702
49076,193.4689
49077,193.4856
49078,194.1645
49079,194.5122
49080,193.8666
49081,191.8965
49082,187.6085
49083,177.0291
49084,169.4298
49085,162.1617
49086,158.8671
49087,156.5658
49088,157.5758
49089,160.9037
49090,164.2316
49091,166.8973
49092,167.5761
49093,167.5928
49094,168.2717
49095,169.2817
49096,170.9539
49097,172.9573
49098,174.6296
49099,175.6396
49100,175.9874
49101,175.0073
49102,173.7027
49103,172.726
49104,171.0837
49105,170.1069
49106,171.4514
49107,171.7992
49108,171.8147
49109,171.8238
49110,171.162
49111,169.5326
49112,168.5499
49113,166.5766
49114,166.59
49115,167.9279
49116,170.9214
49117,173.2526
49118,175.5805
49119,178.5774
49120,182.5643
49121,185.1471
49122,188.5513
49123,191.5448
49124,193.2138
49125,193.8895
49126,193.5717
49127,192.2606
49128,189.9561
49129,187.9827
49130,186.6716
49131,186.3512
49132,187.0268
49133,187.3713
49134,186.7197
49135,185.4113
49136,183.4379
49137,180.4712
49138,177.9456
49139,176.1906
49140,176.2067
49141,175.5551
49142,174.9089
49143,173.5978
49144,172.5558
49145,170.9755
49146,169.9929
49147,169.0129
49148,168.0355
49149,166.3933
49150,164.75099999999995
49151,163.1061
49152,161.7923
49153,161.1434
49154,162.1529
49155,163.1591
49156,163.173
49157,163.1864
49158,163.1998
49159,163.2132
49160,164.2199
49161,164.5631
49162,164.6652
49163,163.5978
49164,162.2867
49165,161.9662
49166,161.9823
49167,162.3268
49168,163.9958
49169,166.3271
49170,168.6583
49171,171.3207
49172,172.987
49173,174.6561
49174,175.3317
49175,174.0206
49176,171.3849
49177,170.0711
49178,168.7627
49179,167.78
49180,167.7961
49181,168.8028
49182,169.4784
49183,170.1541
49184,169.8337
49185,169.1848
49186,167.5452
49187,165.903
49188,164.923
49189,165.5986
49190,167.9299
49191,169.9365
49192,172.5897
49193,173.9276
49194,174.2694
49195,173.2921
49196,171.981
49197,170.3387
49198,168.3653
49199,166.7231
49200,166.0742
49201,166.4187
49202,167.0944
49203,167.1077
49204,167.7834
49205,168.1279
49206,169.1346
49207,170.4725
49208,171.1481
49209,171.822
49210,172.5188
49211,173.1281
49212,173.1315
49213,173.1348
49214,172.8064
49215,172.1474
49216,171.4885
49217,170.4978
49218,168.1839
49219,165.2071
49220,161.2369
49221,157.929
49222,154.29
49223,153.9615
49224,155.29
49225,160.2602
49226,163.2437
49227,165.896
49228,167.8861
49229,167.2272
49230,166.2372
49231,165.2471
49232,163.9259
49233,162.6041
49234,161.2836
49235,160.2936
49236,159.9651
49237,160.3002
49238,160.6347
49239,161.3003
49240,163.6215
49241,168.5917
49242,175.8798
49243,183.4991
49244,189.1308
49245,194.4322
49246,197.4157
49247,198.0813
49248,197.7528
49249,197.0939
49250,196.4356
49251,195.4456
49252,194.4555
49253,193.7959
49254,193.4682
49255,193.1404
49256,192.4814
49257,191.8225
49258,190.8331
49259,184.5451
49260,180.2438
49261,177.267
49262,174.6213
49263,172.3068
49264,171.9783
49265,172.6446
49266,174.3035
49267,176.2936
49268,178.946
49269,182.9228
49270,185.9063
49271,186.5712
49272,181.2772
49273,172.3401
49274,166.7136
49275,161.0878
49276,157.4488
49277,155.1342
49278,155.4687
49279,156.1343
49280,156.1376
49281,155.47799999999995
49282,154.8198
49283,154.8231
49284,155.4887
49285,157.4788
49286,159.1377
49287,161.459
49288,163.7802
49289,165.7703
49290,166.767
49291,165.7769
49292,164.7869
49293,163.1346
49294,160.1578
49295,159.1671
49296,160.8267
49297,162.4857
49298,163.1513
49299,163.1546
49300,161.1712
49301,158.8566
49302,157.2043
49303,155.5514
49304,155.2229
49305,156.8825
49306,159.5349
49307,162.5183
49308,165.5018
49309,167.4919
49310,169.1509
49311,169.8164
49312,169.946
49313,170.5071
49314,171.1761
49315,172.1761
49316,173.8384
49317,174.5073
49318,173.1895
49319,169.8849
49320,165.2558
49321,161.6201
49322,160.632
49323,160.64
49324,160.3156
49325,159.66
49326,158.672
49327,157.6495
49328,157.3608
49329,156.7052
49330,156.7132
49331,156.3887
49332,156.3954
49333,156.7332
49334,157.7319
49335,159.7253
49336,162.0499
49337,164.0433
49338,163.3877
49339,162.5509
49340,161.8156
49341,160.9643
49342,160.4329
49343,159.7787
49344,159.4529
49345,160.1231
49346,164.1033
49347,168.0835
49348,169.4146
49349,166.7723
49350,163.1366
49351,160.1631
49352,158.5141
49353,158.8519
49354,161.1765
49355,163.501
49356,165.8256
49357,166.8256
49358,164.8456
49359,161.2098
49360,158.2364
49361,157.2497
49362,155.9318
49363,154.9438
49364,153.9571
49365,152.9704
49366,152.3134
49367,152.3214
49368,152.3281
49369,152.3345
49370,152.3414
49371,152.3481
49372,152.3548
49373,152.3614
49374,151.3747
49375,150.388
49376,148.7391
49377,147.751
49378,146.7656
49379,146.4398
49380,146.4478
49381,146.1234
49382,145.7976
49383,145.8056
49384,145.8123
49385,146.4812
49386,147.4812
49387,149.1435
49388,150.4747
49389,151.8575
49390,154.4615
49391,158.1106
49392,159.7729
49393,159.7795
49394,157.7981
49395,155.4869
49396,154.4989
49397,155.1691
49398,155.5069
49399,155.8447
49400,155.5189
49401,154.8633
49402,153.8766
49403,154.2157
49404,155.5469
49405,155.8847
49406,155.5589
49407,155.898
49408,156.2909
49409,156.4241
49410,156.5573
49411,157.9431
49412,158.9498
49413,159.9539
49414,160.6294
49415,161.9673
49416,163.6362
49417,165.3052
49418,168.6298
49419,171.9544
49420,175.6101
49421,178.6036
49422,179.6103
49423,177.968
49424,174.6701
49425,171.3722
49426,169.7299
49427,170.0744
49428,170.4189
49429,170.7634
49430,170.4456
49431,169.4655
49432,168.4855
49433,164.8565
49434,160.8963
49435,159.254
49436,157.9428
49437,156.3006
49438,154.6582
49439,153.3301
49440,151.7022
49441,150.391
49442,150.4043
49443,151.7422
49444,152.7489
49445,153.7556
49446,153.6374
49447,153.4505
49448,153.4645
49449,153.9209
49450,154.4846
49451,154.1641
49452,154.1801
49453,153.8597
49454,153.8757
49455,153.2254
49456,152.5752
49457,152.2574
49458,152.2735
49459,152.6179
49460,153.9558
49461,156.287
49462,160.605
49463,164.9229
49464,167.2542
49465,168.592
49466,169.5961
49467,169.2783
49468,170.6161
49469,172.6162
49470,171.9673
49471,170.6535
49472,168.3516
49473,169.3583
49474,173.0141
49475,176.6698
49476,178.6699
49477,177.3587
49478,171.7429
49479,166.7867
49480,164.81599999999997
49481,163.3349
49482,162.191
49483,162.207
49484,162.2203
49485,162.2337
49486,162.2452
49487,162.2585
49488,162.2717
49489,162.287
49490,161.8373
49491,161.3177
49492,160.3403
49493,159.0265
49494,157.7043
49495,156.4041
49496,155.0904
49497,154.7726
49498,154.7886
49499,154.8019
49500,155.1464
49501,155.822
49502,156.4976
49503,157.1732
49504,158.1799
49505,159.1866
49506,160.5245
49507,161.8623
49508,162.869
49509,162.5486
49510,160.5778
49511,157.9119
49512,156.2629
49513,156.9319
49514,158.924
49515,160.5862
49516,160.9227
49517,159.936
49518,158.2884
49519,156.9705
49520,154.3282
49521,152.017
49522,149.3746
49523,147.0634
49524,145.7456
49525,146.0834
49526,149.4013
49527,152.3881
49528,153.7193
49529,154.7193
49530,155.3882
49531,156.0572
49532,156.7261
49533,156.4003
49534,156.0758
49535,155.4202
49536,156.7527
49537,158.7462
49538,163.3886
49539,166.0443
49540,168.3688
49541,168.7066
49542,167.0576
49543,165.5125
49544,165.0816
49545,166.3995
49546,168.0764
49547,169.0392
49548,169.4142
49549,168.0964
49550,164.4606
49551,163.1415
49552,163.1495
49553,164.1495
49554,167.4674
49555,168.7973
49556,168.4736
49557,168.5721
49558,169.1497
49559,170.812
49560,172.1432
49561,172.1499
49562,172.1566
49563,172.1632
49564,171.8374
49565,171.8454
49566,172.5143
49567,174.1766
49568,176.5012
49569,177.8324
49570,177.83900000000003
49571,176.8523
49572,175.5331
49573,175.5411
49574,176.5398
49575,176.8776
49576,177.2141
49577,175.8976
49578,173.9175
49579,171.9361
49580,173.2686
49581,174.9309
49582,175.9309
49583,175.4928
49584,174.9496
49585,174.6251
49586,174.6331
49587,175.30200000000005
49588,174.9762
49589,173.9908
49590,171.0174
49591,167.7128
49592,165.0704
49593,157.7923
49594,153.1632
49595,149.8587
49596,149.8653
49597,152.1899
49598,155.8389
49599,160.1502
49600,165.1238
49601,170.4285
49602,174.4086
49603,178.3888
49604,180.3809
49605,181.7107
49606,180.0631
49607,180.0698
49608,180.7387
49609,181.4076
49610,181.0818
49611,179.764
49612,176.7924
49613,176.1355
49614,176.4746
49615,178.4681
49616,179.7993
49617,179.4748
49618,178.4868
49619,177.8312
49620,178.5002
49621,181.1559
49622,181.4937
49623,178.1891
49624,173.8912
49625,171.9097
49626,172.58
49627,177.2225
49628,181.39
49629,183.1961
49630,183.8637
49631,179.5671
49632,176.5936
49633,175.9367
49634,176.607
49635,179.9249
49636,185.2296
49637,189.8721
49638,193.19
49639,195.8457
49640,197.1756
49641,197.1823
49642,196.5267
49643,194.8777
49644,190.9109
49645,186.613
49646,184.3018
49647,184.8657
49648,186.633
49649,187.9642
49650,187.9709
49651,186.322
49652,184.3419
49653,182.6916
49654,182.0365
49655,182.3752
49656,184.3686
49657,186.6932
49658,187.6933
49659,188.0311
49660,187.0444
49661,186.7186
49662,186.7253
49663,186.732
49664,187.4009
49665,188.0698
49666,189.0699
49667,190.07
49668,191.4012
49669,193.0635
49670,193.4013
49671,193.7391
49672,193.0835
49673,191.4346
49674,188.7923
49675,186.8109
49676,183.8387
49677,181.5276
49678,178.8852
49679,176.574
49680,174.2628
49681,172.945
49682,171.2961
49683,169.6425
49684,166.6723
49685,166.0154
49686,167.34799999999996
49687,174.9705
49688,180.9375
49689,185.5799
49690,188.2356
49691,189.5668
49692,190.2357
49693,190.5736
49694,193.5604
49695,196.8783
49696,199.534
49697,202.1897
49698,202.5275
49699,198.8918
49700,193.6005
49701,190.9582
49702,188.9781
49703,187.659
49704,186.3425
49705,185.0233
49706,181.0565
49707,177.0897
49708,172.1295
49709,169.15599999999995
49710,167.2002
49711,166.2175
49712,165.24
49713,164.2599
49714,163.2799
49715,161.6375
49716,161.6508
49717,162.3264
49718,166.9754
49719,171.2934
49720,173.9557
49721,174.6312
49722,175.6379
49723,176.3135
49724,177.9824
49725,180.6447
49726,184.3004
49727,188.2872
49728,190.9495
49729,192.2873
49730,193.294
49731,194.3007
49732,195.3256
49733,196.6498
49734,197.6518
49735,197.9935
49736,197.0135
49737,195.3711
49738,190.4176
49739,185.7951
49740,183.1594
49741,180.8548
49742,179.8721
49743,179.888
49744,181.8881
49745,183.8881
49746,187.2127
49747,189.5439
49748,189.8883
49749,189.9016
49750,188.5904
49751,188.9348
49752,193.915
49753,199.8886
49754,201.8886
49755,203.8887
49756,205.5576
49757,207.5576
49758,209.8888
49759,210.8955
49760,209.7455
49761,207.6108
49762,205.9685
49763,204.5304
49764,202.6839
49765,201.3726
49766,200.0588
49767,198.7502
49768,198.0986
49769,197.4497
49770,196.8034
49771,196.1518
49772,194.8432
49773,191.9868
49774,190.6622
49775,190.0
49776,190.3311
49777,193.3113
49778,197.947
49779,203.245
49780,205.894
49781,207.8808
49782,210.1987
49783,210.5298
49784,210.5298
49785,209.8676
49786,207.8808
49787,203.9073
49788,199.2715
49789,195.2915
49790,191.3245
49791,190.0
49792,193.3113
49793,195.9603
49794,198.2782
49795,200.2649
49796,201.2583
49797,201.9205
49798,201.2583
49799,200.596
49800,198.6093
49801,196.2914
49802,193.6424
49803,190.9934
49804,190.0
49805,191.6556
49806,192.7343
49807,193.3113
49808,193.9735
49809,194.6358
49810,195.9603
49811,199.2715
49812,201.5927
49813,204.9007
49814,206.5563
49815,204.9007
49816,203.9073
49817,204.2384
49818,205.5629
49819,207.8808
49820,209.2053
49821,209.5364
49822,207.2185
49823,204.2384
49824,203.5762
49825,197.4875269999992
49826,197.65765656565577
49827,197.79395510204
49828,197.89196288659713
49829,197.96428020833253
49830,198.02403789473604
49831,198.07435744680768
49832,198.1149344086013
49833,198.1452532608687
49834,198.16168681318595
49835,198.16735222222135
49836,198.16930561797665
49837,198.18243977272638
49838,198.2147540229876
49839,198.3054186046502
49840,198.45259882352846
49841,198.63466071428476
49842,198.84887590361348
49843,199.080299999999
49844,199.3172419753076
49845,199.53510624999896
49846,199.7331696202521
49847,199.8936884615374
49848,200.02810129870022
49849,200.161519736841
49850,200.29831866666555
49851,200.45653378378267
49852,200.61436575342356
49853,200.70741249999887
49854,200.71894507042137
49855,200.70223571428454
49856,200.65605507246258
49857,200.58397352941054
49858,200.47988955223758
49859,200.33733030302903
49860,200.17489692307564
49861,200.0253562499987
49862,199.90495238095107
49863,199.8071532258051
49864,199.7297229508183
49865,199.68048666666527
49866,199.65180677965958
49867,199.64478965517094
49868,199.66048421052483
49869,199.6883749999985
49870,199.72907818181665
49871,199.78325740740584
49872,199.85177547169653
49873,199.94809423076762
49874,200.10419803921403
49875,200.29303799999832
49876,200.50309999999828
49877,200.71501666666492
49878,200.8725425531897
49879,200.936141304346
49880,200.88483333333144
49881,200.77098863636172
49882,200.60564418604451
49883,200.37723809523604
49884,200.12961463414422
49885,199.86960999999783
49886,199.61325128204908
49887,199.39568421052405
49888,199.27374864864632
49889,199.27381111110873
49890,199.38759142856895
49891,199.62474117646806
49892,199.9163999999974
49893,200.1228093749973
49894,200.25708387096498
49895,200.3230466666638
49896,200.32505172413497
49897,200.29172142856834
49898,200.2313962962931
49899,200.19189999999665
60968,226.1501
60969,225.3507
60970,226.096
60971,228.9979
60972,230.9052
60973,230.991
60974,229.7898
60975,225.4354
60976,215.2935
60977,202.6263
60978,199.2021
60979,198.815
60980,194.2437
60981,189.6496
60982,191.8519
60983,196.0561
60984,200.8589
60985,205.6657
60986,210.4705
60987,215.2753
60988,220.0801
60989,224.8849
60990,229.6897
60991,232.4925
60992,231.3247
60993,215.52534102564175
60994,215.64160084745834
60995,215.64160084745834
60996,215.64160084745834
60997,215.64160084745834
60998,215.64160084745834
60999,215.64160084745834
61000,215.64160084745834
61001,215.64160084745834
61002,215.64160084745834
61003,215.64160084745834
61004,215.64160084745834
61005,215.64160084745834
61006,215.64160084745834
61007,215.64160084745834
61008,215.64160084745834
61009,215.64160084745834
61010,215.64160084745834
61011,215.64160084745834
61012,215.64160084745834
61013,215.64160084745834
61014,215.64160084745834
61015,215.64160084745834
61016,215.64160084745834
61017,215.64160084745834
61018,215.64160084745834
61019,215.64160084745834
61020,215.64160084745834
61021,215.64160084745834
61022,215.64160084745834
61023,215.64160084745834
61024,215.64160084745834
61025,215.64160084745834
61026,215.22105966386627
61027,214.84546833333403
61028,214.4895991735544
61029,214.1287213114761
61030,213.68022049180396
61031,213.17842786885313
61032,212.63082786885315
61033,212.06933852459088
61034,211.5305655737712
61035,211.043658196722
61036,210.60380081967278
61037,210.1823713114761
61038,209.79050163934494
61039,209.44541967213183
61040,233.761
61041,231.7526
61042,229.768
61043,227.7834
61044,226.4865
61045,226.8869
61046,227.2873
61047,228.1437
61048,229.1266
61049,230.1788
61050,231.2299
61051,232.2798
61052,232.8303
61053,232.6927
61054,230.4104
61055,223.6837
61056,216.957
61057,213.6737
61058,214.1942
61059,213.6959
61060,211.6717
61061,211.5088
61062,211.631
61063,215.9967
61064,220.7609
61065,225.4674
61066,228.5841
61067,230.2102
61068,230.133
61069,229.275
61070,228.4885
61071,226.4315
61072,224.5327
61073,222.6339
61074,220.8887
61075,222.5616
61076,223.2663
61077,222.7334
61078,221.4989
61079,220.1907
61080,218.8742
61081,218.0719
61082,218.6787
61083,222.6867
61084,228.4485
61085,234.4444
61086,236.2858
61087,236.3928
61088,236.1263
61089,234.2534
61090,232.1748
61091,230.2796
61092,229.6937
61093,229.24400000000003
61094,206.86885500000093
61095,206.86885500000093
61096,206.86885500000093
61097,206.86885500000093
61098,206.86885500000093
61099,206.86885500000093
61100,206.86885500000093
61101,206.86885500000093
61102,206.86885500000093
61103,206.86885500000093
61104,206.86885500000093
61105,206.86885500000093
61106,206.86885500000093
61107,206.86885500000093
61108,206.86885500000093
61109,206.86885500000093
61110,206.86885500000093
61111,206.86885500000093
61112,206.86885500000093
61113,206.86885500000093
61114,206.86885500000093
61115,206.86885500000093
61116,206.86885500000093
61117,206.86885500000093
61118,206.86885500000093
61119,206.86885500000093
61120,206.86885500000093
61121,206.86885500000093
61122,206.86885500000093
61123,206.86885500000093
61124,206.86885500000093
61125,165.5972
61126,170.1501
61127,171.7853
61128,170.4625
61129,168.0641
61130,166.3802
61131,165.4578
61132,164.8156
61133,164.7751
61134,164.7378
61135,164.7001
61136,164.6617
61137,164.6206
61138,165.8483
61139,169.0043
61140,172.1521
61141,174.7275
61142,176.6463
61143,177.5916
61144,176.8849
61145,173.8624
61146,169.7509
61147,165.6393
61148,161.5278
61149,157.2172
61150,155.5055
61151,198.43192195122043
61152,197.49811463414724
61153,196.543781707318
61154,195.57720853658628
61155,194.63172073170824
61156,193.7704585365863
61157,192.99331829268385
61158,192.2583073170741
61159,191.51899634146434
61160,190.83671341463506
61161,190.26296585365947
61162,189.7751060975619
61163,189.3695853658546
61164,188.99465365853752
61165,188.64545121951315
61166,188.32268048780583
61167,188.04595121951314
61168,187.83282195122047
61169,187.68345000000096
61170,187.20724390243998
61171,186.63730731707412
61172,186.04382560975705
61173,185.47002926829364
61174,184.83806951219609
61175,184.0335109756107
61176,183.01467073170826
61177,181.91255609756195
61178,180.85814024390342
61179,179.95076219512293
61180,179.2037170731717
61181,178.54142073170829
61182,177.89450000000096
61183,177.2432109756107
61184,176.49437317073264
61185,175.62228048780582
61186,174.63165609756192
61187,173.61947073170825
61188,172.60695731707412
61189,171.5906341463424
61190,170.5788402439034
61191,169.5740841463424
61192,168.59485000000095
61193,167.63244146341557
61194,166.69498780487896
61195,166.5687373493985
61196,166.4336761904771
61197,166.28177294117737
61198,166.13240000000087
61199,165.99771034482845
61200,165.8920886363645
61201,165.8140112359559
61202,165.80000888888972
61203,165.85395384615467
61204,165.97400760869647
61205,166.07032150537717
61206,166.1370936170221
61207,166.17527684210606
61208,166.18831979166745
61209,166.21283298969152
61210,166.2713959183681
61211,166.37083737373814
61212,166.49681900000076
61213,166.6096019801988
61214,166.69228627451056
61215,166.7335194174765
61216,166.74151538461612
61217,166.7267809523817
61218,166.70360754717055
61219,166.6729514018699
61220,166.61075462963035
61221,166.503415596331
61222,166.34836363636435
61223,166.1993675675683
61224,166.12137767857212
61225,166.10729823008919
61226,166.15139911504494
61227,166.18556548672638
61228,166.2469637168149
61229,166.35872477876177
61230,166.49320973451398
61231,166.62295132743435
61232,166.7306486725671
61233,166.81931415929276
61234,166.86323451327505
61235,166.86931946902726
61236,166.86149646017773
61237,166.83847699115117
61238,194.7378
61239,197.442
61240,196.9369
61241,190.3575
61242,182.7306
61243,175.1037
61244,167.4768
61245,161.9032
61246,157.8512
61247,154.4906
61248,154.3636
61249,155.1002
61250,155.8198
61251,155.7076
61252,154.575
61253,153.4337
61254,152.8804
61255,153.0602
61256,153.2315
61257,153.4028
61258,153.5707
61259,157.7487
61260,164.6244
61261,171.5043
61262,178.3783
61263,185.2523
61264,192.1263
61265,199.0002
61266,205.8923
61267,212.7336
61268,217.8845
61269,190.2261
61270,181.7537
61271,177.766
61272,177.4814
61273,170.8132
61274,154.9149
61275,139.0167
61276,132.8929
61277,136.2713
61278,147.0939
61279,158.933
61280,164.5659
61281,165.0244
61282,165.273
61283,161.282
61284,156.9369
61285,153.2132
61286,153.2866
61287,153.3667
61288,152.7878
61289,151.2863
61290,149.7848
61291,149.9824
61292,150.7762
61293,152.3728
61294,156.2162
61295,155.2236
61296,153.5219
61297,153.4357
61298,154.4144
61299,156.703
61300,158.9432
61301,164.5538
61302,170.709
61303,176.8989
61304,174.9312
61305,172.3469
61306,169.7645
61307,167.4274
61308,168.5661
61309,171.952
61310,176.1161
61311,178.96900000000005
61312,177.8879
61313,175.0434
61314,170.9393
61315,167.5651
61316,165.1944
61317,164.2704
61318,163.4234
61319,159.9557
61320,154.9108
61321,149.4477
61322,149.8098
61323,157.4645
61324,164.5304
61325,170.5806
61326,174.0109
61327,178.7233
61328,183.0915
61329,183.2609
61330,181.041
61331,177.6276
61332,174.8348
61333,169.7381
61334,165.4254
61335,163.8161
61336,162.0605
61337,160.4955
61338,158.994
61339,158.2182
61340,157.8178
61341,156.4164
61342,155.0951
61343,153.0797
61344,152.2122
61345,152.8239
61346,153.782
61347,155.14700000000005
61348,156.512
61349,157.877
61350,157.0921
61351,155.5906
61352,154.6146
61353,154.9816
61354,155.4154
61355,154.9892
61356,154.5242
61357,154.0592
61358,153.5942
61359,153.1293
61360,152.8492
61361,152.6103
61362,152.9348
61363,153.2914
61364,153.6169
61365,153.5711
61366,153.5303
61367,153.49
61368,153.45
61369,153.4102
61370,153.7645
61371,154.4051
61372,155.0383
61373,155.6005
61374,155.4286
61375,155.2567
61376,155.5195
61377,155.9262
61378,156.2221
61379,156.0324
61380,155.7918
61381,155.5511
61382,155.7823
61383,156.6347
61384,157.4843
61385,157.2437
61386,156.2983
61387,155.3529
61388,154.4075
61389,153.4134
61390,150.7354
61391,147.3109
61392,142.5802
61393,137.0455
61394,132.1922
61395,129.4207
61396,128.4898
61397,130.5485
61398,137.4053
61399,145.4955
61400,153.5544
61401,159.7361
61402,162.4224
61403,163.41
61404,164.4281
61405,165.2719
61406,166.0741
61407,166.8138
61408,167.4154
61409,167.5568
61410,167.4595
61411,165.5601
61412,163.2612
61413,160.9664
61414,158.6728
61415,156.3792
61416,155.0374
61417,154.6765
61418,155.2793
61419,156.0814
61420,156.2543
61421,155.1657
61422,154.0771
61423,152.9885
61424,153.0146
61425,153.346
61426,154.1059
61427,154.8658
61428,155.6156
61429,155.8595
61430,156.2683
61431,156.9902
61432,159.6917
61433,163.2991
61434,166.9118
61435,170.5248
61436,173.7409
61437,176.2677
61438,178.0412
61439,177.5455
61440,176.7434
61441,175.5139
61442,174.2168
61443,171.9473
61444,169.5335
61445,167.1271
61446,164.7207
61447,162.3143
61448,160.7384
61449,159.2774
61450,157.1211
61451,154.3939
61452,151.8118
61453,152.2644
61454,152.6941
61455,152.5951
61456,152.2943
61457,153.5245
61458,155.5676
61459,157.9761
61460,160.3824
61461,162.7918
61462,163.2336
61463,162.6488
61464,160.9919
61465,159.3512
61466,157.7104
61467,156.0697
61468,154.429
61469,153.8642
61470,154.3139
61471,155.4154
61472,157.18200000000004
61473,159.532
61474,161.8915
61475,164.2367
61476,165.2252
61477,165.5506
61478,164.1492
61479,162.1805
61480,160.2119
61481,158.2432
