,Wellname,Depth,GR,CAL,DRES,COND,DT,DEN,DTS
15375,22-14b-5,9705.5,42.5787,12.046,0.6204,1611.8633,87.9625,2.2454,160.3001
15376,22-14b-5,9706.0,37.4358,12.0389,0.5927,1687.1942,86.9273,2.2682,161.7932
15377,22-14b-5,9706.5,32.2398,12.0354,0.5904,1693.767,85.2942,2.2986,163.1632
15378,22-14b-5,9707.0,32.3467,12.0354,0.6026,1659.4757,85.3518,2.3116,161.9911
15379,22-14b-5,9707.5,37.1681,12.0354,0.6503,1537.7517,78.9225,2.3312,161.4083
15380,22-14b-5,9708.0,41.5581,12.0531,0.7187,1391.4011,80.8348,2.3406,162.1604
15381,22-14b-5,9708.5,50.0463,12.0813,0.8029999999999999,1245.3301,81.7432,2.318,167.4142
15382,22-14b-5,9709.0,52.1579,12.0989,0.7577,1319.7836,82.8269,2.3243,168.7528
15383,22-14b-5,9709.5,54.9149,12.1095,0.7451,1342.1017,90.0708,2.3278,171.7443
15384,22-14b-5,9710.0,52.3416,12.1095,0.9236,1082.7197,91.1881,2.2856,172.6888
15385,22-14b-5,9710.5,50.3091,12.0813,0.8908,1122.5864,89.5371,2.2762,174.4258
15386,22-14b-5,9711.0,46.5917,12.0883,0.8599,1162.9259,87.4948,2.3621,172.3882
15387,22-14b-5,9711.5,44.0999,12.0813,1.0036,996.4129,82.8063,2.3761,161.8519
15388,22-14b-5,9712.0,43.3778,12.0742,1.0298,971.0623,80.4796,2.3275,160.0422
15389,22-14b-5,9712.5,42.8268,12.1095,1.0293,971.5341,79.8848,2.3279,155.7248
15390,22-14b-5,9713.0,43.1477,12.2083,1.0472,954.9274,78.8863,2.3578,150.9052
15391,22-14b-5,9713.5,42.9334,12.4481,1.0695,935.0164,76.9302,2.3708,147.1925
15392,22-14b-5,9714.0,43.4843,12.5892,1.0905,917.0106,75.9677,2.3928,137.0777
15393,22-14b-5,9714.5,44.0124,12.6175,1.1163,895.8165,76.1371,2.3938,133.5743
15394,22-14b-5,9715.0,46.4466,12.6175,1.1555,865.4262,78.1734,2.3109,129.138
15395,22-14b-5,9715.5,47.304,12.6069,1.1557,865.2765,77.9127,2.3572,127.1044
15396,22-14b-5,9716.0,49.7712,12.5469,1.2492,800.5123,81.9945,2.4202,121.3754
15397,22-14b-5,9716.5,50.6594,12.2647,1.2124,824.8103,81.6681,2.4032,124.1129
15398,22-14b-5,9717.0,56.7072,12.3846,1.0974,911.2448,77.8018,2.3144,138.7916
15399,22-14b-5,9717.5,59.2063,12.5681,1.0385,962.9274,77.8742,2.4032,146.9397
15400,22-14b-5,9718.0,59.7087,12.5116,1.0162,984.0583,78.2314,2.3516,152.2012
15401,22-14b-5,9718.5,58.8744,12.4587,1.0506,951.837,75.5123,2.3379,162.4064
15402,22-14b-5,9719.0,60.1605,12.4693,1.1683,855.9445,76.444,2.3415,162.4931
15403,22-14b-5,9719.5,63.6567,12.5116,1.2285,814.0008,88.09200000000001,2.3355,154.7783
15404,22-14b-5,9720.0,69.5894,12.5328,1.1208,892.2198,91.3324,2.3314,152.3846
15405,22-14b-5,9720.5,73.9342,12.6069,1.0265,974.1841,93.0957,2.3599,191.0536
15406,22-14b-5,9721.0,76.7947,12.3564,0.9731,1027.6436,93.171,2.375,195.1083
15407,22-14b-5,9721.5,70.3272,12.2788,0.8234,1214.4766,94.7901,2.3013,191.4882
15408,22-14b-5,9722.0,62.9543,12.2294,1.1321,883.3142,95.847,2.4162,176.3236
15409,22-14b-5,9722.5,54.9162,12.1871,1.1534,867.002,97.0187,2.4799,174.5824
15410,22-14b-5,9723.0,48.9515,12.2047,1.0959,912.4919,87.5201,2.4852,173.0275
15411,22-14b-5,9723.5,42.8457,12.2224,1.1067,903.5873,82.012,2.404,169.9178
15412,22-14b-5,9724.0,39.358,12.2224,1.1696,854.9932,77.6954,2.4011,164.6104
15413,22-14b-5,9724.5,39.5723,12.2788,1.1573,864.0802,78.1454,2.3636,166.9291
15414,22-14b-5,9725.0,39.6793,12.3212,1.1259,888.1783,80.3632,2.3408,164.5974
15415,22-14b-5,9725.5,39.9518,12.3353,1.1192,893.4954,80.1647,2.3952,160.7426
15416,22-14b-5,9726.0,43.7766,12.4199,1.115,896.8610000000001,83.5384,2.2209,153.9177
15417,22-14b-5,9726.5,44.7375,13.3794,1.2235,817.3273,79.2153,2.471,151.7377
15418,22-14b-5,9727.0,45.8092,12.3776,1.3201,757.5184,85.1104,2.3480000000000003,142.74
15419,22-14b-5,9727.5,41.6372,12.4693,1.3117,762.3694,84.0639,2.3491,157.6701
15420,22-14b-5,9728.0,42.0939,12.427,1.3642,733.0303,84.3049,2.3841,151.556
15421,22-14b-5,9728.5,41.1293,12.3952,1.4398,694.5409,84.0013,2.504,138.7244
15422,22-14b-5,9729.0,40.3338,12.3917,1.5103,662.1201,84.5114,2.4675,130.0875
15423,22-14b-5,9729.5,36.5628,12.3846,1.5575,642.0546,84.6714,2.5418,128.9301
15424,22-14b-5,9730.0,36.1341,12.3952,1.4282,700.1821,88.425,2.4565,129.2737
15425,22-14b-5,9730.5,39.0692,12.4376,1.3883,720.3054,86.7659,2.448,130.726
15426,22-14b-5,9731.0,44.1262,12.4799,1.388,720.4611,78.9846,2.4096,132.5299
15427,22-14b-5,9731.5,44.7798,12.5187,1.5177,658.8918,74.8389,2.5015,135.2415
15428,22-14b-5,9732.0,40.9512,12.554,1.751,571.1022,75.8462,2.4532,131.3138
15429,22-14b-5,9732.5,39.8522,12.6175,1.5699,636.9832,79.0139,2.2965,144.8751
15430,22-14b-5,9733.0,44.0957,12.6598,1.3479,741.8948,76.2603,2.1995,150.67
15431,22-14b-5,9733.5,47.8468,12.6281,1.3945,717.1029,62.6516,2.7267,154.2627
15432,22-14b-5,9734.0,50.1247,12.6175,1.8223,548.7571,82.962,2.6056,164.2522
15433,22-14b-5,9734.5,50.1131,12.7586,1.804,554.3237,81.3242,2.4209,169.9482
15434,22-14b-5,9735.0,54.0416,12.935,1.4494,689.9407,80.4576,2.4285,172.3456
15435,22-14b-5,9735.5,58.9717,12.935,1.231,812.3477,81.6933,2.4403,178.0606
15436,22-14b-5,9736.0,59.5182,13.4218,1.4389,694.9753,82.5643,2.2148,172.5446
15437,22-14b-5,9736.5,59.6622,13.0408,1.5712,636.4562,84.3121,2.2425,161.1077
15438,22-14b-5,9737.0,57.803,13.0126,1.7437,573.4932,90.2605,2.2409,160.2036
15439,22-14b-5,9737.5,56.0761,12.9032,1.8234,548.4259999999998,86.2979,2.4567,160.9054
15440,22-14b-5,9738.0,51.9741,12.9455,2.5003,399.952,90.7115,2.6406,165.2681
15441,22-14b-5,9738.5,49.0858,12.7938,2.6151,382.3946,93.4542,2.4281,175.8649
15442,22-14b-5,9739.0,56.7411,12.7938,1.4483,690.4647,98.1009,2.5095,186.6428
15443,22-14b-5,9739.5,68.4525,12.7938,0.9736,1027.1158,98.6703,2.5084,198.3602
15444,22-14b-5,9740.0,78.2455,12.7974,0.8215,1217.2854,107.2181,2.4924,208.3356
15445,22-14b-5,9740.5,74.1357,12.7762,0.7944,1258.8118,106.6185,2.5224,218.5619
15446,22-14b-5,9741.0,64.49,12.7656,1.0526,950.0285,105.196,2.3843,215.4243
15447,22-14b-5,9741.5,55.3388,12.8432,1.4892,671.5015,93.9154,2.345,197.5788
15448,22-14b-5,9742.0,50.2317,12.7515,1.416,706.2147,91.1483,2.5648,177.1465
15449,22-14b-5,9742.5,47.845,12.6175,1.6715,598.265,87.6185,2.6117,166.0392
15450,22-14b-5,9743.0,44.9311,12.5328,2.0113,497.1909,85.4111,2.4983,162.2061
15451,22-14b-5,9743.5,50.787,12.4834,1.5158,659.7177,83.9298,2.4085,166.0564
15452,22-14b-5,9744.0,56.7775,12.5469,1.1298,885.1124,78.7402,2.4214,163.5488
15453,22-14b-5,9744.5,56.295,12.4905,1.2789,781.9219,81.5317,2.6036,164.0354
15454,22-14b-5,9745.0,53.2818,12.4411,1.4234,702.5432,79.6167,2.5301,163.6073
15455,22-14b-5,9745.5,51.3927,12.4129,1.2817,780.2137,81.6513,2.4595,160.3809
15456,22-14b-5,9746.0,53.1846,12.4129,1.2189,820.4119,80.3618,2.5435,160.8454
15457,22-14b-5,9746.5,54.2001,12.3564,1.2529,798.1483,78.343,2.2971,155.709
15458,22-14b-5,9747.0,49.5638,12.3564,1.2007,832.8475,78.4066,2.3833,131.7728
15459,22-14b-5,9747.5,46.7171,12.5328,1.0921,915.6671,77.6312,2.4195,134.3372
15460,22-14b-5,9748.0,38.2504,12.3988,1.034,967.118,76.0049,2.4012,129.8982
15461,22-14b-5,9748.5,35.1702,12.3988,0.9837,1016.5701,74.8021,2.3581,120.7907
15462,22-14b-5,9749.0,30.9565,12.3917,0.9845,1015.744,72.6906,2.3564,128.5574
15463,22-14b-5,9749.5,29.6538,12.3423,1.0059,994.1346,75.5037,2.3259,130.6041
15464,22-14b-5,9750.0,30.5827,12.3353,1.0026,997.4068,76.5968,2.3573,131.9846
15465,22-14b-5,9750.5,34.6477,12.3494,0.9931,1006.9479,77.9212,2.3359,139.5868
15466,22-14b-5,9751.0,35.3074,12.1024,0.9897,1010.4072,76.7073,2.6078,139.8135
15467,22-14b-5,9751.5,32.9658,12.4058,0.9499,1052.7424,78.3679,2.2857,137.8521
15468,22-14b-5,9752.0,33.0974,12.1518,0.9435,1059.8834,75.2399,2.3941,129.4871
15469,22-14b-5,9752.5,36.053,12.0742,1.0042,995.8176,76.8634,2.3178,122.5709
15470,22-14b-5,9753.0,41.0808,12.0813,1.0868,920.1325,73.3056,2.3744,123.3236
15471,22-14b-5,9753.5,40.4378,12.1448,1.0922,915.5832,75.446,2.3964,117.3919
15472,22-14b-5,9754.0,40.6974,12.1871,1.0863,920.556,72.773,2.4049,109.0957
15473,22-14b-5,9754.5,35.8836,12.1307,1.0887,918.5266,72.7775,2.3766,112.8574
15474,22-14b-5,9755.0,34.1254,12.1412,1.0922,915.5832,70.3191,2.353,152.8682
15475,22-14b-5,9755.5,32.1962,12.1307,1.0928,915.0805,74.0632,2.3515,152.8954
15476,22-14b-5,9756.0,32.3032,12.173,1.0743,930.8386,79.4327,2.3306,152.9666
15477,22-14b-5,9756.5,33.6131,12.173,1.1144,897.3438,80.4302,2.3079,156.2877
15478,22-14b-5,9757.0,37.5785,12.2012,1.1162,895.8968,82.23100000000002,2.4654,175.275
15479,22-14b-5,9757.5,50.78100000000001,12.2153,0.8652,1155.8021,83.524,2.4631,186.027
15480,22-14b-5,9758.0,58.3731,12.2365,0.7316,1366.8672,85.2108,2.4752,196.9258
15481,22-14b-5,9758.5,55.4726,12.2365,0.802,1246.8828,85.3085,2.4149,197.293
15482,22-14b-5,9759.0,43.1476,12.2083,0.8055,1241.465,84.1902,2.2986,197.3924
15483,22-14b-5,9759.5,33.1372,12.0813,0.7959999999999999,1256.2814,80.2767,2.241,186.5123
15484,22-14b-5,9760.0,29.8056,12.0777,0.7963,1255.8081,79.8935,2.2512,171.3197
15485,22-14b-5,9760.5,27.2334,12.0672,0.8169,1224.14,80.7395,2.2565,152.2873
15486,22-14b-5,9761.0,26.4273,12.0813,0.8255,1211.387,80.7752,2.2275,141.8155
15487,22-14b-5,9761.5,26.6577,12.0883,0.8491,1177.7177,80.6821,2.2311,149.1892
15488,22-14b-5,9762.0,27.8176,12.0954,0.9198,1087.1929,79.8008,2.2376,154.7923
15489,22-14b-5,9762.5,28.5785,12.1166,0.997,1003.009,81.3999,2.2736,164.81900000000005
15490,22-14b-5,9763.0,29.8646,12.1201,1.1672,856.7512,82.8936,2.3172,152.1373
15491,22-14b-5,9763.5,29.7779,12.1624,1.2175,821.3553,85.7487,2.277,153.5033
15492,22-14b-5,9764.0,33.9758,12.2435,1.0547,948.1369,88.5603,2.1381,184.9305
15493,22-14b-5,9764.5,44.6543,12.3776,0.8493,1177.4402,93.3042,2.2641,195.0247
15494,22-14b-5,9765.0,58.5855,12.4552,0.6545,1527.8839,96.4465,2.3322,182.6952
15495,22-14b-5,9765.5,68.7222,12.5116,0.6972,1434.3087,98.9561,2.3519,183.131
15496,22-14b-5,9766.0,74.1665,12.4905,0.6399,1562.7441,98.265,2.2656,188.2255
15497,22-14b-5,9766.5,70.9513,12.4058,0.7279,1373.8151,96.9744,2.352,209.8763
15498,22-14b-5,9767.0,61.1361,12.3282,1.0109,989.2175,94.8249,2.4393,207.9006
15499,22-14b-5,9767.5,50.8779,12.3353,1.4094,709.5218,89.212,2.2767,195.2662
15500,22-14b-5,9768.0,48.5201,12.3353,1.4142,707.1136,89.6012,2.2823,177.9355
15501,22-14b-5,9768.5,56.8423,12.4129,1.0949,913.3254,88.9951,2.2058,184.2206
15502,22-14b-5,9769.0,61.6562,12.4834,0.9069,1102.6575,91.0042,2.3306,199.6661
15503,22-14b-5,9769.5,60.6916,12.4975,0.9797,1020.7206,95.71,2.3627,204.0269
15504,22-14b-5,9770.0,54.3754,12.5328,1.2537,797.6389999999999,95.8453,2.3372,206.4417
15505,22-14b-5,9770.5,51.7911,12.8926,1.3425,744.8789999999998,87.8993,2.3046,206.535
15506,22-14b-5,9771.0,53.6839,12.681,1.2093,826.9246,83.103,2.4413,194.6903
15507,22-14b-5,9771.5,51.7584,12.7092,1.2072,828.3631,79.8404,2.2674,186.078
15508,22-14b-5,9772.0,44.7359,12.561,1.3338,749.7376,79.3439,2.3358,181.4379
15509,22-14b-5,9772.5,38.3716,12.4623,1.5874,629.9609,82.0552,2.4433,169.2573
15510,22-14b-5,9773.0,37.0049,12.4587,1.8801,531.8866,83.1963,2.4887,164.9907
15511,22-14b-5,9773.5,46.3978,12.4411,1.4952,668.8068,84.8584,2.3399,160.5024
15512,22-14b-5,9774.0,54.7276,12.5046,0.9485,1054.2963,89.2792,2.3212,163.4168
15513,22-14b-5,9774.5,57.5919,12.4905,0.5799,1724.4352,89.5919,2.3433,166.1767
15514,22-14b-5,9775.0,50.0508,12.4693,0.7111,1406.2720000000004,83.5237,2.5095,151.9753
15515,22-14b-5,9775.5,41.0481,12.427,0.9374,1066.7805,78.9612,2.5145,189.5623
15516,22-14b-5,9776.0,37.8623,12.4411,1.0296,971.251,81.925,2.3408,171.1307
15517,22-14b-5,9776.5,38.5571,12.6457,1.1474,871.5356,95.7055,2.2769,168.0359
15518,22-14b-5,9777.0,42.813,12.9032,1.3814,723.9033,94.0458,2.3473,176.0996
15519,22-14b-5,9777.5,46.8272,12.9138,1.2079,827.8831,96.6424,2.3419,182.1278
15520,22-14b-5,9778.0,53.4596,13.1184,0.9574,1044.4955,97.1069,2.4444,184.0623
15521,22-14b-5,9778.5,49.7396,13.3371,0.799,1251.5645,94.2025,2.4529,187.9289
15522,22-14b-5,9779.0,49.2066,12.8926,0.8808,1135.3315,93.3685,2.3969,185.9296
15523,22-14b-5,9779.5,46.1366,12.8503,0.8301,1204.6742,94.1984,2.2843,182.4365
15524,22-14b-5,9780.0,47.7172,12.9984,0.7639,1309.0719,92.839,2.3174,176.34
15525,22-14b-5,9780.5,42.3939,12.9632,0.8206,1218.6206,92.4898,2.3508,171.6391
15526,22-14b-5,9781.0,34.8288,12.9279,0.9574,1044.4955,88.3314,2.2713,169.0569
15527,22-14b-5,9781.5,30.5498,12.8997,1.134,881.8342,84.0781,2.3018,166.1971
15528,22-14b-5,9782.0,31.856,12.882,1.3937,717.5145,80.0328,2.6226,158.3746
15529,22-14b-5,9782.5,32.5425,12.681,1.8339,545.286,81.1637,2.3845,149.4202
15530,22-14b-5,9783.0,30.2037,12.688,1.712,584.1121,75.4722,2.3283,136.9882
15531,22-14b-5,9783.5,27.873,12.688,1.5385,649.9838,73.4323,2.2721,137.38
15532,22-14b-5,9784.0,28.3009,12.6915,1.4145,706.9636,75.7305,2.3119,131.5656
15533,22-14b-5,9784.5,33.874,12.6704,1.3227,756.0293,79.1553,2.2869,139.2358
15534,22-14b-5,9785.0,39.0984,12.7304,1.2202,819.5378,80.0423,2.331,139.4139
15535,22-14b-5,9785.5,46.2656,12.6598,1.1325,883.0021,78.9013,2.2532,139.1048
15536,22-14b-5,9786.0,51.5092,12.6034,1.2562,796.0516,76.1282,2.6627,147.3714
15537,22-14b-5,9786.5,50.11600000000001,12.6245,1.3965,716.0759,75.6169,2.4339,157.403
15538,22-14b-5,9787.0,45.1952,12.9067,1.3661,732.0109,76.7203,2.0536,167.0854
15539,22-14b-5,9787.5,43.8098,13.3935,1.2865,777.3028,77.4536,2.257,181.4965
15540,22-14b-5,9788.0,49.2403,13.0831,1.2488,800.7687,81.1582,2.2776,190.6863
15541,22-14b-5,9788.5,58.1936,13.0937,1.1758,850.4848,84.3776,2.685,196.5922
15542,22-14b-5,9789.0,65.4356,14.0038,1.2465,802.2463,92.477,2.6639,183.0885
15543,22-14b-5,9789.5,66.1844,12.8926,1.3204,757.3463,92.7286,1.9601,186.2781
15544,22-14b-5,9790.0,63.7275,13.7463,1.321,757.0023,91.5046,2.6411,183.112
15545,22-14b-5,9790.5,57.7716,13.2242,1.4468,691.1805,94.6702,2.2282,177.1513
15546,22-14b-5,9791.0,56.0937,13.8557,1.578,633.7136,93.1328,2.2475,174.6441
15547,22-14b-5,9791.5,54.5181,13.4218,1.5645,639.1819,94.7994,2.4068,182.7386
15548,22-14b-5,9792.0,56.1257,12.9632,1.5002,666.5778,90.6587,2.4919,192.6419
15549,22-14b-5,9792.5,55.0479,13.0408,1.6863,593.0143,87.2774,2.5235,196.623
15550,22-14b-5,9793.0,50.7689,12.808,1.7975,556.3282,84.1145,2.2741,201.8955
15551,22-14b-5,9793.5,47.125,12.7656,1.5419999999999998,648.5084,79.4811,2.5038,200.3415
15552,22-14b-5,9794.0,53.1328,12.7021,1.8164,550.5395,81.2937,2.459,203.7677
15553,22-14b-5,9794.5,66.5443,12.7515,1.335,749.0637,84.3342,2.4754,201.6166
15554,22-14b-5,9795.0,79.6712,12.6704,1.0004,999.6002,88.6084,2.6710000000000003,195.2724
15555,22-14b-5,9795.5,83.5295,12.7127,1.0064,993.6407,91.4458,2.6231,188.0892
15556,22-14b-5,9796.0,78.6759,12.4693,1.1663,857.4123,91.697,2.0376,214.3511
15557,22-14b-5,9796.5,74.0158,12.6104,1.0945,913.6592,98.9598,2.226,218.6757
15558,22-14b-5,9797.0,71.6122,13.3794,1.0115,988.6307,98.421,2.6,215.9766
15559,22-14b-5,9797.5,74.3333,12.6492,1.0732,931.7928,99.9987,2.4813,213.955
15560,22-14b-5,9798.0,72.7377,12.9455,1.0797,926.1832,103.8765,1.9875,204.2215
15561,22-14b-5,9798.5,70.5983,12.9279,0.9645,1036.8066,100.1689,2.2125,193.722
15562,22-14b-5,9799.0,64.7037,13.0302,0.8594,1163.6025,97.8308,2.3586,177.3538
15563,22-14b-5,9799.5,60.6733,12.5187,0.9929,1007.1508,98.7672,2.4838,171.4404
15564,22-14b-5,9800.0,57.4998,12.4058,1.1836,844.8801,88.5775,2.4667,162.885
15565,22-14b-5,9800.5,51.2596,12.5328,1.3415,745.4342,86.5914,2.3516,154.0724
15566,22-14b-5,9801.0,45.3107,12.5681,1.2383,807.5588,83.2248,2.4717,147.2193
15567,22-14b-5,9801.5,38.0224,12.9067,1.384,722.5434,78.6343,2.431,139.657
15568,22-14b-5,9802.0,36.0969,12.6175,1.8443,542.2111,76.2842,2.4347,135.1086
15569,22-14b-5,9802.5,34.1678,12.6104,2.1293,469.6379,73.4483,2.4487,125.3816
15570,22-14b-5,9803.0,32.6677,12.4552,2.3488,425.7493,76.058,2.4304,128.6384
15571,22-14b-5,9803.5,30.2073,12.2577,2.3776,420.5922,74.8852,2.3275,123.4105
15572,22-14b-5,9804.0,29.9239,12.1518,2.1204,471.6091,70.3318,2.2959,120.6364
15573,22-14b-5,9804.5,31.21,12.2259,1.8705,534.6164,76.5182,2.6873,120.3041
15574,22-14b-5,9805.0,32.3867,12.3846,2.0904,478.3773,71.9359,2.5427,129.0901
15575,22-14b-5,9805.5,31.7055,12.1236,2.5651,389.8484,76.0493,2.4479,129.4634
15576,22-14b-5,9806.0,28.1914,12.0531,2.5348,394.5084,71.8821,2.4654,125.5585
15577,22-14b-5,9806.5,26.5868,12.0354,2.6689,374.6862,66.4649,2.5603,123.1381
15578,22-14b-5,9807.0,26.694000000000006,11.9719,4.0245,248.4781,63.9139,2.6553,123.0035
15579,22-14b-5,9807.5,29.9725,12.0601,3.0361,329.3699,65.1604,2.6625,127.6745
15580,22-14b-5,9808.0,35.3504,12.1448,1.9299,518.1616,65.742,2.4066,126.6873
15581,22-14b-5,9808.5,39.6374,12.173,1.7368,575.7715,69.1901,2.5327,118.6001
15582,22-14b-5,9809.0,37.408,12.0601,2.6359,379.377,69.441,2.6942,122.148
15583,22-14b-5,9809.5,31.4632,12.0883,2.7492,363.7422,71.0941,2.6523,128.7943
15584,22-14b-5,9810.0,26.9424,12.1307,2.0332,491.8355,75.8904,2.5653,130.885
15585,22-14b-5,9810.5,33.5787,12.1412,1.6969,589.3099,73.9961,2.4294,130.6881
15586,22-14b-5,9811.0,42.0617,12.6704,1.9185,521.2405,75.8126,2.2345,142.6039
15587,22-14b-5,9811.5,48.3732,12.2012,2.4371,410.3238,83.0266,2.3898,148.5769
15588,22-14b-5,9812.0,49.5606,12.2294,1.711,584.4536,84.70100000000002,2.5597,150.5423
15589,22-14b-5,9812.5,52.5641,12.173,1.5065,663.7902,86.7622,2.4745,154.2211
15590,22-14b-5,9813.0,56.5608,12.2153,1.4497,689.7979,86.2758,2.5101,163.2204
15591,22-14b-5,9813.5,60.8082,12.1518,1.4465,691.3239,90.0337,2.4447,185.5429
15592,22-14b-5,9814.0,66.3012,12.2929,1.0202,980.2,93.3365,2.4494,197.1795
15593,22-14b-5,9814.5,69.3957,12.2929,1.0667,937.4707,99.7445,2.4686,199.2487
15594,22-14b-5,9815.0,70.3585,12.1871,1.098,910.7468,100.5052,2.4089,195.9105
15595,22-14b-5,9815.5,66.5783,12.2365,0.9971,1002.9084,101.6526,2.4036,191.0351
15596,22-14b-5,9816.0,63.6982,12.2929,1.1123,899.038,103.8744,2.4756,171.9814
15597,22-14b-5,9816.5,60.4172,12.18,1.2701,787.3396,99.1319,2.4518,164.0341
15598,22-14b-5,9817.0,58.91,12.2929,1.1102,900.7386,100.473,2.3023,158.8291
15599,22-14b-5,9817.5,54.9385,12.2471,1.2081,827.7461,95.9317,2.5159,149.9667
15600,22-14b-5,9818.0,51.5089,12.3529,1.368,730.9941,85.6224,2.4536,139.1674
15601,22-14b-5,9818.5,45.9463,12.3212,1.5646,639.141,85.7002,2.4797,151.6524
15602,22-14b-5,9819.0,40.5936,12.2435,1.8041,554.293,84.2003,2.2739,153.3381
15603,22-14b-5,9819.5,37.4531,12.2682,2.2414,446.1497,83.4893,2.3358,150.4173
15604,22-14b-5,9820.0,40.3723,12.2788,2.1741,459.9604,81.0047,2.488,149.7855
15605,22-14b-5,9820.5,44.2017,12.2047,2.0099,497.5372,82.2075,2.4012,149.4177
15606,22-14b-5,9821.0,50.0947,12.2718,1.6905,591.5409999999998,84.7194,2.372,164.9077
15607,22-14b-5,9821.5,50.6481,12.3141,1.8186,549.8735,88.0634,2.4541,159.6815
15608,22-14b-5,9822.0,49.5784,12.3141,2.1216,471.3424,84.8178,2.39,160.6475
15609,22-14b-5,9822.5,46.29,12.2365,2.1122,473.44,87.6557,2.4386,167.3374
15610,22-14b-5,9823.0,44.636,12.2224,2.0064,498.4051,87.6475,2.4934,165.6808
15611,22-14b-5,9823.5,47.235,12.18,1.7603,568.085,91.3001,2.4556,173.8995
15612,22-14b-5,9824.0,54.3032,12.1307,1.3864,721.2925,89.2698,2.428,178.9433
15613,22-14b-5,9824.5,59.0101,12.2224,1.1528,867.4532,87.9405,2.3824,186.601
15614,22-14b-5,9825.0,57.4025,12.1659,1.3993,714.6431,88.6708,2.452,200.4415
15615,22-14b-5,9825.5,49.644,12.1871,2.0085,497.884,85.4733,2.3843,194.0859
15616,22-14b-5,9826.0,50.9678,12.2083,2.1107,473.7765,83.7069,2.4351,158.8842
15617,22-14b-5,9826.5,55.2181,12.3,1.2484,801.0253,78.9368,2.4287,149.8181
15618,22-14b-5,9827.0,57.0872,12.2294,1.3992,714.6942,78.5309,2.5243,161.8277
15619,22-14b-5,9827.5,49.666,12.2294,2.2974,435.2747,79.6721,2.4365,171.1971
15620,22-14b-5,9828.0,45.9515,12.2259,2.1976,455.0419,84.2441,2.4353,176.5527
15621,22-14b-5,9828.5,50.7325,12.2647,1.3031,767.4008,93.8402,2.468,182.7686
15622,22-14b-5,9829.0,54.5098,12.2259,1.1162,895.8968,98.63,2.4293,174.5616
15623,22-14b-5,9829.5,60.0428,12.2577,1.1545,866.1758,98.2336,2.3946,178.1337
15624,22-14b-5,9830.0,60.1436,12.2294,1.1088,901.8759,97.3347,2.4229,180.8597
15625,22-14b-5,9830.5,60.2508,12.2435,0.9268,1078.9814,94.9128,2.4445,166.4828
15626,22-14b-5,9831.0,56.0788,12.2647,1.0149,985.3188,91.453,2.3684,164.4829
15627,22-14b-5,9831.5,48.732,12.2294,1.2885,776.0963,88.4086,2.389,161.1168
15628,22-14b-5,9832.0,44.4364,12.18,1.8238,548.3057,85.0699,2.5149,160.9241
15629,22-14b-5,9832.5,42.6467,12.1412,1.5949,626.9985,81.1,2.483,161.9105
15630,22-14b-5,9833.0,51.6071,12.1589,1.3423,744.9899,87.3487,2.4764,172.0933
15631,22-14b-5,9833.5,59.1854,12.1589,1.2216,818.5985,89.1182,2.4388,177.5516
15632,22-14b-5,9834.0,61.7882,12.1589,1.1727,852.7330000000002,92.4456,2.4179,183.4462
15633,22-14b-5,9834.5,60.9731,12.18,1.115,896.8610000000001,98.4076,2.4156,184.1534
15634,22-14b-5,9835.0,61.0127,12.2083,1.0707,933.9684,96.8164,2.452,180.1535
15635,22-14b-5,9835.5,61.0127,12.2365,1.295,772.2008,95.5578,2.4254,175.3188
15636,22-14b-5,9836.0,55.9443,12.173,1.5389,649.8148,94.4809,2.3612,167.6999
15637,22-14b-5,9836.5,48.978,12.1659,1.4564,686.6245,89.4061,2.3511,162.8278
15638,22-14b-5,9837.0,47.6301,12.18,1.3707,729.5543,89.9824,2.491,160.2235
15639,22-14b-5,9837.5,48.2727,12.18,1.2577,795.1022,83.4182,2.4441,157.0134
15640,22-14b-5,9838.0,53.7385,12.18,1.2701,787.3396,84.475,2.4672,153.3651
15641,22-14b-5,9838.5,52.9124,12.2294,1.7265,579.2065,80.0197,2.5534,153.6328
15642,22-14b-5,9839.0,47.0281,12.3141,1.8653,536.1068,80.3943,2.467,150.9539
15643,22-14b-5,9839.5,41.6158,12.2259,1.2155,822.7067,80.1863,2.4998,137.8326
15644,22-14b-5,9840.0,41.4014,12.2047,1.6672,599.808,62.6481,2.3638,129.9147
15645,22-14b-5,9840.5,45.6804,12.2718,2.3994,416.7709,71.9626,2.5543,122.391
15646,22-14b-5,9841.0,43.8667,12.2153,2.5389,393.8714,62.584,2.577,119.813
15647,22-14b-5,9841.5,39.3654,12.1095,2.7301,366.287,64.2627,2.5610000000000004,115.6976
15648,22-14b-5,9842.0,34.7864,12.1412,2.7482,363.8745,64.3069,2.5794,112.7768
15649,22-14b-5,9842.5,31.9199,12.1307,3.2777,305.092,63.7612,2.4263,110.8179
15650,22-14b-5,9843.0,34.2525,12.1236,3.1336,319.1218,65.5978,2.5282,114.1238
15651,22-14b-5,9843.5,32.9982,12.2471,2.434,410.8463,67.7413,2.4857,119.6759
15652,22-14b-5,9844.0,33.3191,12.1942,1.9148,522.2477,72.9344,2.4004,125.8917
15653,22-14b-5,9844.5,33.13,12.173,1.7715,564.4933,81.6848,2.4694,139.2861
15654,22-14b-5,9845.0,43.6922,12.1659,1.3133,761.4406,87.3758,2.5073,146.5411
