,Wellname,Depth,GR,CAL,DRES,COND,DT,DEN,DTS
13256,22-14b-5,8646.0,56.1215,12.4481,0.7738,1292.3236,114.5492,2.4135,219.0315
13257,22-14b-5,8646.5,57.3355,12.4129,0.7506,1332.2676,113.373,2.4267,219.8857
13258,22-14b-5,8647.0,59.0503,12.3988,0.6942,1440.5071,112.9565,2.4623,224.9581
13259,22-14b-5,8647.5,55.1992,12.4199,0.6507,1536.8065,111.6114,2.4859,224.7703
13260,22-14b-5,8648.0,50.8772,12.4481,0.6908,1447.5969,109.59,2.5804,216.4824
13261,22-14b-5,8648.5,44.7438,12.4693,0.866,1154.7344,107.4952,2.5804,215.4815
13262,22-14b-5,8649.0,42.7381,12.4834,0.8892,1124.6064,106.3071,2.5308,215.4498
13263,22-14b-5,8649.5,46.9595,12.4764,0.7158,1397.0383,107.7083,2.4922,218.7383
13264,22-14b-5,8650.0,53.057,12.4587,0.6727,1486.5468,109.5741,2.4627,221.9698
13265,22-14b-5,8650.5,57.987,12.4481,0.6609999999999999,1512.8593,109.215,2.4012,226.1741
13266,22-14b-5,8651.0,56.9809,12.4199,0.6689,1494.9917,112.1122,2.56,223.0559
13267,22-14b-5,8651.5,51.9531,12.4411,0.8185,1221.7471,108.4019,2.6142,222.5028
13268,22-14b-5,8652.0,49.4885,12.4693,0.8159,1225.6404,107.2348,2.4869,220.6387
13269,22-14b-5,8652.5,49.167,12.4834,0.6669,1499.4752,107.4094,2.5757,217.1082
13270,22-14b-5,8653.0,50.7716,12.4834,0.7203,1388.3104,112.1332,2.5266,216.368
13271,22-14b-5,8653.5,50.2353,12.4481,0.8027,1245.7954,112.4305,2.4653,216.4569
13272,22-14b-5,8654.0,54.9887,12.4411,0.7753,1289.8232,110.8246,2.4466,216.5314
13273,22-14b-5,8654.5,56.733,12.4481,0.7439,1344.2667,113.0031,2.4116,215.6
13274,22-14b-5,8655.0,57.6653,12.4587,0.7490000000000001,1335.1134,110.0108,2.3984,214.4464
13275,22-14b-5,8655.5,52.6639,12.4764,0.7787,1284.1917,108.4414,2.4431,212.2488
13276,22-14b-5,8656.0,51.2706,12.4905,0.8167,1224.4398,107.2015,2.4964,209.8947
13277,22-14b-5,8656.5,48.7586,12.4764,0.9157,1092.0607,105.6138,2.4718,207.3204
13278,22-14b-5,8657.0,48.6851,12.4693,0.8696,1149.954,105.6926,2.5658,205.0662
13279,22-14b-5,8657.5,49.8318,12.4552,0.8654,1155.535,105.0484,2.4721,205.2872
13280,22-14b-5,8658.0,53.1262,12.4764,0.6589,1517.6809,108.3325,2.4274,205.9037
13281,22-14b-5,8658.5,52.0231,12.4799,0.6191,1615.2479999999996,109.4384,2.4082,206.3122
13282,22-14b-5,8659.0,52.6983,12.4764,0.7393,1352.6309,110.7075,2.3679,205.6106
13283,22-14b-5,8659.5,52.5577,12.4905,0.7586,1318.2178,108.9479,2.3734,204.8588
13284,22-14b-5,8660.0,50.7759,12.4693,0.7544,1325.5568,110.6721,2.4007,203.8804
13285,22-14b-5,8660.5,50.7759,12.4552,0.8092,1235.7885,106.5765,2.6008,204.0572
13286,22-14b-5,8661.0,50.8829,12.4623,0.8037,1244.2454,106.1304,2.4616,204.8136
13287,22-14b-5,8661.5,51.9459,12.4693,0.7693,1299.8831,106.4424,2.5228,204.9218
13288,22-14b-5,8662.0,49.2624,12.5011,0.7862,1271.941,105.3707,2.4124,202.86900000000003
13289,22-14b-5,8662.5,44.3661,12.5116,0.8252,1211.8274,106.8531,2.3744,203.4615
13290,22-14b-5,8663.0,41.5547,12.5116,0.8656,1155.2681,109.3451,2.486,205.4947
13291,22-14b-5,8663.5,41.2095,12.5258,0.826,1210.6538,108.1059,2.47,206.7015
13292,22-14b-5,8664.0,46.0323,12.5187,0.7423,1347.1643,109.131,2.4559,207.0331
13293,22-14b-5,8664.5,48.8437,12.5116,0.7123,1403.9028,109.9841,2.4033,205.8993
13294,22-14b-5,8665.0,49.0576,12.4905,0.8222,1216.2491,108.4883,2.4084,206.5497
13295,22-14b-5,8665.5,46.4749,12.4693,0.7947,1258.3364,110.0725,2.462,203.9746
13296,22-14b-5,8666.0,44.4386,12.4764,0.7778,1285.6775,110.353,2.4208,203.1342
13297,22-14b-5,8666.5,47.4338,12.4693,0.85,1176.4706,107.0548,2.6592,205.1716
13298,22-14b-5,8667.0,49.2664,12.4975,0.8331,1200.3361,108.6531,2.4154,205.3112
13299,22-14b-5,8667.5,53.84,12.5011,0.7761,1288.4938,107.9756,2.4632,203.4383
13300,22-14b-5,8668.0,55.5887,12.4693,0.7185,1391.7885,107.4989,2.6796,200.7761
13301,22-14b-5,8668.5,55.9845,12.4834,0.618,1618.1229999999996,107.9365,2.4717,201.676
13302,22-14b-5,8669.0,51.9467,12.4552,0.725,1379.3103,107.8603,2.4003,195.9226
13303,22-14b-5,8669.5,49.047,12.4905,0.7863,1271.7792,107.0543,2.3019,194.5621
13304,22-14b-5,8670.0,49.187,12.5399,0.7067,1415.0276,105.0631,2.3668,192.6659
13305,22-14b-5,8670.5,47.4482,12.5469,0.7047,1419.0436,104.3008,2.2364,190.0462
13306,22-14b-5,8671.0,42.6087,12.5328,0.7673,1303.2712,101.142,2.3214,190.8727
13307,22-14b-5,8671.5,35.3215,12.5046,0.8045,1243.0081,100.6872,2.2971,193.2699
13308,22-14b-5,8672.0,37.6749,12.4905,0.725,1379.3103,101.1314,2.3821,195.3403
13309,22-14b-5,8672.5,41.4486,12.4799,0.7436,1344.809,101.9406,2.4592,195.5203
13310,22-14b-5,8673.0,45.1727,12.4834,0.8318,1202.212,102.2572,2.3743,198.1596
13311,22-14b-5,8673.5,44.6653,12.5046,0.8744,1143.6414,106.0306,2.366,200.4179
13312,22-14b-5,8674.0,42.2822,12.5046,0.8875,1126.7606,107.3638,2.341,201.129
13313,22-14b-5,8674.5,41.6656,12.4975,0.9172,1090.2747,105.4728,2.3563,201.0314
13314,22-14b-5,8675.0,41.6382,12.4764,0.8792,1137.3977,104.4691,2.3783,202.7045
13315,22-14b-5,8675.5,45.9243,12.4623,0.8148,1227.295,105.8976,2.3685,205.205
13316,22-14b-5,8676.0,49.5362,12.4623,0.769,1300.3901,106.2343,2.4201,202.8229
13317,22-14b-5,8676.5,51.5687,12.4411,0.7028,1422.88,105.675,2.3733,202.1309
13318,22-14b-5,8677.0,51.1661,12.4481,0.7284,1372.8721,107.1046,2.3751,199.4908
13319,22-14b-5,8677.5,47.6614,12.4481,0.821,1218.0269,106.7187,2.491,196.0248
13320,22-14b-5,8678.0,43.9173,12.4587,0.8951,1117.1936,106.107,2.3541,194.5093
13321,22-14b-5,8678.5,43.243,12.4481,0.8469,1180.777,105.3688,2.4471,194.3752
13322,22-14b-5,8679.0,45.9836,12.4552,0.8259,1210.8003,105.4954,2.4018,194.8357
13323,22-14b-5,8679.5,51.2253,12.4481,0.8471,1180.4982,103.9994,2.3357,197.3286
13324,22-14b-5,8680.0,50.292,12.4587,0.8482,1178.9672,105.0785,2.4076,199.3624
13325,22-14b-5,8680.5,50.3073,12.4693,0.8519,1173.8467,108.0118,2.4623,201.6509
13326,22-14b-5,8681.0,51.4131,12.4799,0.7847,1274.3724,108.904,2.3705,203.4439
13327,22-14b-5,8681.5,53.2022,12.4552,0.7744,1291.3223,108.5576,2.3693,203.8615
13328,22-14b-5,8682.0,57.39,12.4411,0.7877,1269.5188,109.4692,2.3945,202.0931
13329,22-14b-5,8682.5,60.2837,12.434,0.7792,1283.3676,109.8033,2.3843,201.319
13330,22-14b-5,8683.0,59.6735,12.434,0.7878,1269.3577,110.2728,2.4792,198.8623
13331,22-14b-5,8683.5,55.4857,12.4376,0.8794,1137.1389,109.7216,2.5347,197.0775
13332,22-14b-5,8684.0,60.57899999999999,12.4376,0.7912,1263.903,109.2323,2.4292,195.4562
13333,22-14b-5,8684.5,70.1175,12.4552,0.5967,1675.884,108.5357,2.464,194.8856
13334,22-14b-5,8685.0,72.506,12.4411,0.6712,1489.8689,106.9207,2.3707,195.7402
13335,22-14b-5,8685.5,63.9481,12.4411,0.8432,1185.9583,106.1111,2.4717,196.557
13336,22-14b-5,8686.0,54.3027,12.427,0.8843,1130.838,106.0144,2.4393,196.0825
13337,22-14b-5,8686.5,51.409,12.4058,0.8523,1173.2958,103.5264,2.4575,195.2929
13338,22-14b-5,8687.0,49.9114,12.3846,0.7124,1403.7057,103.8398,2.3321,195.2089
13339,22-14b-5,8687.5,48.5008,12.3846,0.8038,1244.0906,103.7462,2.4283,191.2101
13340,22-14b-5,8688.0,52.1447,12.4058,0.9524,1049.979,104.4749,2.5988,190.2925
13341,22-14b-5,8688.5,67.2885,12.4129,0.9281,1077.4701,104.0122,2.3708,188.3057
13342,22-14b-5,8689.0,84.7134,12.4058,0.9711,1029.7601,104.2744,2.4627,186.4453
13343,22-14b-5,8689.5,93.9837,12.3776,0.9469,1056.0778,103.3416,2.3435,186.5633
13344,22-14b-5,8690.0,79.3506,12.3846,0.9632,1038.2061,105.0902,2.3381,186.7505
13345,22-14b-5,8690.5,60.3351,12.4129,1.0298,971.0623,105.4402,2.3052,187.717
13346,22-14b-5,8691.0,47.3137,12.4129,0.8841,1131.0938,105.1567,2.3745,191.7327
13347,22-14b-5,8691.5,46.6084,12.3846,0.7788,1284.0267,107.7768,2.3284,196.6167
13348,22-14b-5,8692.0,49.043,12.4199,0.775,1290.3226,108.4914,2.3289,198.59
13349,22-14b-5,8692.5,49.5788,12.427,0.7957,1256.755,108.1561,2.3343,199.3031
13350,22-14b-5,8693.0,50.6872,12.4129,0.8135,1229.2563,108.5094,2.302,201.9141
13351,22-14b-5,8693.5,50.4732,12.3741,0.809,1236.0939,108.9187,2.2823,199.5459
13352,22-14b-5,8694.0,56.7965,12.4376,0.8256,1211.2402,109.5335,2.3446,200.3295
13353,22-14b-5,8694.5,68.5853,12.4481,0.8266,1209.7749,109.192,2.3882,199.1853
13354,22-14b-5,8695.0,76.9229,12.4623,0.821,1218.0269,108.3531,2.5514,199.9823
13355,22-14b-5,8695.5,77.1814,12.4764,0.8144,1227.8978,109.8549,2.415,202.1936
13356,22-14b-5,8696.0,69.0199,12.4905,0.7574,1320.3064,108.5915,2.3353,202.8463
13357,22-14b-5,8696.5,62.3698,12.4764,0.7353,1359.9891,105.2476,2.3669,201.2484
13358,22-14b-5,8697.0,53.8306,12.4905,0.8179,1222.6433,104.02,2.4409,199.9599
13359,22-14b-5,8697.5,44.863,12.5116,1.0497,952.6531,103.2164,2.5782,198.0562
13360,22-14b-5,8698.0,44.3522,12.5116,1.3062,765.5795,103.3085,2.4814,197.0387
13361,22-14b-5,8698.5,58.0989,12.5258,0.8846,1130.4545,102.2372,2.3836,195.673
13362,22-14b-5,8699.0,78.9993,12.5258,0.6774,1476.2327,104.1184,2.4064,196.1047
13363,22-14b-5,8699.5,86.641,12.5187,0.6868,1456.0279999999998,108.0829,2.3507,197.7738
13364,22-14b-5,8700.0,80.1515,12.4905,0.7356,1359.4344,110.7719,2.4288,200.4315
13365,22-14b-5,8700.5,66.4588,12.4693,0.7901,1265.6626,111.4281,2.4334,203.8491
13366,22-14b-5,8701.0,63.6722,12.4552,0.7568,1321.3529999999996,110.1749,2.4171,203.2971
13367,22-14b-5,8701.5,61.9792,12.4411,0.7193,1390.2406,109.4197,2.3277,203.4704
13368,22-14b-5,8702.0,56.7113,12.427,0.6933,1442.3771,108.3961,2.2894,203.3692
13369,22-14b-5,8702.5,49.3162,12.4411,0.8203,1219.0662,106.9038,2.3797,199.991
13370,22-14b-5,8703.0,44.7164,12.427,0.8572,1166.5889,105.8919,2.3775,199.7611
13371,22-14b-5,8703.5,43.5913,12.4376,0.7934,1260.3983,104.4366,2.4074,196.8087
13372,22-14b-5,8704.0,44.6727,12.4376,0.8189,1221.1504,104.7218,2.4255,195.0114
13373,22-14b-5,8704.5,44.5657,12.434,0.8417,1188.0718,104.3429,2.4189,194.8696
13374,22-14b-5,8705.0,43.7083,12.434,0.8554,1169.0437,105.5686,2.3483,192.9909
13375,22-14b-5,8705.5,41.6521,12.4481,0.8479,1179.3844,104.5777,2.3394,191.6323
13376,22-14b-5,8706.0,41.9731,12.4376,0.7351,1360.3591,104.6441,2.3602,190.9106
13377,22-14b-5,8706.5,43.795,12.4481,0.6683,1496.3339999999996,104.3664,2.3006,190.9081
13378,22-14b-5,8707.0,47.0958,12.4552,0.6938,1441.3376,105.5159,2.3229,191.2055
13379,22-14b-5,8707.5,46.435,12.4693,0.777,1287.0012,105.4295,2.2427,192.4777
13380,22-14b-5,8708.0,47.078,12.4799,0.8463,1181.6141,105.6733,2.2714,200.0646
13381,22-14b-5,8708.5,45.7943,12.4693,0.7871,1270.4866,105.5927,2.3959,205.3574
13382,22-14b-5,8709.0,46.9367,12.4905,0.7436,1344.809,104.9076,2.4678,196.58900000000003
13383,22-14b-5,8709.5,48.5443,12.5116,0.7714,1296.3444,104.6686,2.3945,195.4588
13384,22-14b-5,8710.0,49.2931,12.5116,0.8590000000000001,1164.1443,103.2704,2.3873,194.2988
13385,22-14b-5,8710.5,52.4846,12.5258,1.0747,930.4922,100.44,2.4328,191.4158
13386,22-14b-5,8711.0,60.2623,12.5116,1.2474,801.6674,99.9519,2.4764,194.517
13387,22-14b-5,8711.5,70.1763,12.5222,1.5005,666.4445,98.2232,2.4192,188.5839
13388,22-14b-5,8712.0,70.0691,12.5046,1.9013,525.9559,97.4319,2.3732,183.9252
13389,22-14b-5,8712.5,63.6282,12.4834,1.3984,715.1030000000002,96.9022,2.3712,176.1838
13390,22-14b-5,8713.0,52.9654,12.4764,0.9251,1080.9642,97.272,2.2818,180.0539
13391,22-14b-5,8713.5,54.1443,12.4834,0.7404,1350.6212,98.8919,2.3322,181.8417
13392,22-14b-5,8714.0,54.4877,12.4764,0.7921,1262.4668,102.9229,2.361,184.5176
13393,22-14b-5,8714.5,67.5494,12.4975,0.7879999999999999,1269.0355,103.536,2.4916,187.1354
13394,22-14b-5,8715.0,75.8018,12.5116,0.8153,1226.5424,103.4917,2.4188,189.2812
13395,22-14b-5,8715.5,81.0435,12.4975,1.0257,974.944,103.1934,2.424,189.0274
13396,22-14b-5,8716.0,69.1902,12.5011,1.0847,921.9139,102.2767,2.4178,187.4182
13397,22-14b-5,8716.5,58.3325,12.5046,1.0633,940.4683,100.1879,2.4532,191.3153
13398,22-14b-5,8717.0,49.8916,12.4905,0.8923,1120.6993,100.7535,2.3624,190.2429
13399,22-14b-5,8717.5,46.7836,12.4834,0.7518,1330.141,100.295,2.3259,190.5405
13400,22-14b-5,8718.0,42.5046,12.4764,0.741,1349.5277,102.7673,2.269,191.347
13401,22-14b-5,8718.5,43.3042,12.4764,0.7642,1308.558,104.3468,2.2573,187.8164
13402,22-14b-5,8719.0,50.4849,12.4799,0.7147,1399.1885,105.4091,2.3692,188.2101
13403,22-14b-5,8719.5,54.33600000000001,12.4975,0.6775,1476.0148,103.8093,2.3239,190.6579
13404,22-14b-5,8720.0,52.9119,12.5046,0.7031,1422.2727,105.3858,2.3769,191.3825
13405,22-14b-5,8720.5,50.0913,12.5187,0.8182,1222.1951,106.5116,2.4398,192.0039
13406,22-14b-5,8721.0,60.97,12.5328,0.8498,1176.7474,104.8735,2.301,192.7048
13407,22-14b-5,8721.5,81.3331,12.5222,0.8247,1212.5621,105.7885,2.3246,193.7049
13408,22-14b-5,8722.0,99.5187,12.5187,0.7988,1251.8778,103.6708,2.4035,191.5892
13409,22-14b-5,8722.5,96.3888,12.4905,0.8547,1170.0011,101.6677,2.3741,188.8094
13410,22-14b-5,8723.0,77.1071,12.4552,0.9429,1060.5579,102.6305,2.4096,188.6751
13411,22-14b-5,8723.5,54.7495,12.4481,0.8003,1249.5314,100.294,2.2847,190.7008
13412,22-14b-5,8724.0,43.2819,12.4552,0.7399,1351.5341,101.2733,2.3435,191.7422
13413,22-14b-5,8724.5,44.4195,12.4587,0.7512,1331.2034,101.9267,2.3601,192.2417
13414,22-14b-5,8725.0,49.2545,12.4552,0.7319,1366.3069,104.5362,2.443,191.9147
13415,22-14b-5,8725.5,51.1836,12.4693,0.6877,1454.1224,103.2327,2.3782,191.71400000000003
13416,22-14b-5,8726.0,48.9371,12.4693,0.7134,1401.7382,102.1914,2.3637,190.1822
13417,22-14b-5,8726.5,44.8247,12.4693,0.7936,1260.0806,101.8464,2.3575,188.4131
13418,22-14b-5,8727.0,41.288,12.5116,0.8213,1217.5818,100.588,2.3295,188.5786
13419,22-14b-5,8727.5,39.7903,12.5046,0.6815,1467.3514,100.9007,2.3247,188.946
13420,22-14b-5,8728.0,39.9514,12.5116,0.6812,1467.9976,103.1396,2.3692,189.374
13421,22-14b-5,8728.5,40.3923,12.5187,0.6987,1431.2294,105.0423,2.3287,190.3234
13422,22-14b-5,8729.0,40.7132,12.5116,0.7052,1418.0374,106.6155,2.3912,191.4272
13423,22-14b-5,8729.5,38.8913,12.5187,0.6895,1450.3264,105.9291,2.2880000000000003,191.1422
13424,22-14b-5,8730.0,42.0653,12.5222,0.6838,1462.4159,106.3549,2.3939,190.9976
13425,22-14b-5,8730.5,43.2085,12.5328,0.7018,1424.9073,107.4919,2.2396,191.6049
13426,22-14b-5,8731.0,42.4582,12.5258,0.7179,1392.9517,106.4376,2.3047,192.275
13427,22-14b-5,8731.5,41.1746,12.5328,0.7069,1414.6272,107.3362,2.435,195.4609
13428,22-14b-5,8732.0,39.5207,12.5222,0.7394,1352.4479,107.1112,2.443,202.5924
13429,22-14b-5,8732.5,39.9899,12.5258,0.8220000000000001,1216.5449,106.3707,2.3049,201.3279
13430,22-14b-5,8733.0,38.4922,12.5187,0.8204,1218.9176,106.2165,2.2733,201.0609
13431,22-14b-5,8733.5,37.9564,12.4905,0.8263,1210.2141,105.9121,2.4051,198.1636
13432,22-14b-5,8734.0,38.8702,12.5046,0.8299,1204.9644,104.3311,2.438,196.7513
13433,22-14b-5,8734.5,39.1911,12.5187,0.7771,1286.8356,104.6549,2.3268,196.9796
13434,22-14b-5,8735.0,40.9059,12.5116,0.7477,1337.4348,101.3038,2.3517,193.7095
13435,22-14b-5,8735.5,36.2907,12.5116,0.861,1161.4402,100.64,2.4959,190.6619
13436,22-14b-5,8736.0,33.0639,12.5116,1.1428,875.0438,103.3804,2.5173,192.2435
13437,22-14b-5,8736.5,29.2057,12.5011,1.2896,775.4342,100.4955,2.3994,193.1137
13438,22-14b-5,8737.0,31.987,12.4975,0.8461,1181.8934,101.6108,2.2764,195.5846
13439,22-14b-5,8737.5,33.8449,12.4799,0.6982,1432.2544,103.0361,2.311,194.5453
13440,22-14b-5,8738.0,40.2343,12.4905,0.7472,1338.3297,106.2408,2.2535,195.9446
13441,22-14b-5,8738.5,45.369,12.4905,0.7927,1261.5114,107.6653,2.2736,199.227
13442,22-14b-5,8739.0,53.4071,12.4975,0.7443,1343.5443,106.9751,2.3426,198.6749
13443,22-14b-5,8739.5,53.9783,12.4693,0.7317,1366.6803,107.2857,2.4542,198.828
13444,22-14b-5,8740.0,51.5179,12.4623,0.7535,1327.14,106.1734,2.3271,202.4133
13445,22-14b-5,8740.5,44.0157,12.4552,0.7632,1310.2726,106.0313,2.3235,200.8774
13446,22-14b-5,8741.0,39.9242,12.4411,0.8013,1247.972,107.9598,2.3741,201.5094
13447,22-14b-5,8741.5,42.6308,12.434,0.7796,1282.7089999999996,106.0843,2.4201,199.5435
13448,22-14b-5,8742.0,47.8497,12.427,0.754,1326.2599,105.4069,2.5203,199.506
13449,22-14b-5,8742.5,50.5537,12.4129,0.6437,1553.5187,103.1956,2.3088,199.5076
13450,22-14b-5,8743.0,45.1727,12.3846,0.6828,1464.5577,101.8506,2.3249,194.7296
13451,22-14b-5,8743.5,38.1319,12.3635,0.7838,1275.8357,100.0024,2.3892,192.6533
13452,22-14b-5,8744.0,36.0924,12.3846,0.7321,1365.9336,102.8425,2.285,191.0535
13453,22-14b-5,8744.5,44.1154,12.4129,0.7169,1394.8947,103.231,2.3788,188.4383
13454,22-14b-5,8745.0,48.8311,12.4199,0.7237,1381.7881,102.846,2.309,186.7258
13455,22-14b-5,8745.5,46.455,12.4058,0.7282,1373.249,105.1069,2.2199,184.9756
13456,22-14b-5,8746.0,37.8112,12.4164,0.741,1349.5277,105.453,2.1546,187.5103
13457,22-14b-5,8746.5,33.4375,12.3988,0.78,1282.0513,105.8691,2.3774,189.447
13458,22-14b-5,8747.0,33.9724,12.3705,0.7645,1308.0444,105.866,2.4665,190.3089
13459,22-14b-5,8747.5,35.1513,12.3635,0.7211,1386.7703,104.7028,2.2653,191.7913
13460,22-14b-5,8748.0,35.0038,12.3353,0.7103,1407.8558,105.5163,2.3337,195.4612
13461,22-14b-5,8748.5,34.8119,12.3141,0.7170000000000001,1394.7001,105.4424,2.3009,185.6441
13462,22-14b-5,8749.0,31.1757,12.2894,0.8157,1225.9409,105.1229,2.3505,183.5622
13463,22-14b-5,8749.5,30.5338,12.2788,0.9151,1092.7767,100.4979,2.481,177.9082
13464,22-14b-5,8750.0,32.6773,12.2929,0.8453,1183.012,97.4136,2.4314,172.8646
13465,22-14b-5,8750.5,35.3275,12.2788,0.8317,1202.3566,95.665,2.381,170.1825
13466,22-14b-5,8751.0,36.4179,12.2718,0.8475,1179.9409,94.3945,2.354,166.5269
13467,22-14b-5,8751.5,32.1129,12.2788,0.8757,1141.9436,93.2017,2.4121,164.3007
13468,22-14b-5,8752.0,29.3484,12.2788,0.8723,1146.3945,93.5785,2.247,171.2808
13469,22-14b-5,8752.5,28.491,12.2929,0.7962,1255.9658,94.7626,2.2717,163.4645
13470,22-14b-5,8753.0,31.9142,12.307,0.7735,1292.8248,95.0586,2.3707,165.5273
13471,22-14b-5,8753.5,33.6284,12.3212,0.8287,1206.7094,98.4573,2.2893,165.0231
13472,22-14b-5,8754.0,33.2709,12.3106,0.8428,1186.5211,95.8388,2.2515,165.9449
13473,22-14b-5,8754.5,29.9547,12.3212,0.8597,1163.1964,96.3065,2.3829,165.6082
13474,22-14b-5,8755.0,32.2054,12.2894,0.8986,1112.8422,95.2364,2.4114,165.4592
13475,22-14b-5,8755.5,33.9345,12.2682,0.9289,1076.5421,95.6779,2.4055,165.8623
13476,22-14b-5,8756.0,36.7655,12.2577,0.9548,1047.3397,94.9776,2.2568,164.9206
13477,22-14b-5,8756.5,36.0153,12.2577,0.8627,1159.1515,100.2286,2.4624,166.3045
13478,22-14b-5,8757.0,34.9456,12.2647,0.8012,1248.1278,101.478,2.2927,168.0173
13479,22-14b-5,8757.5,33.6332,12.2718,0.7955,1257.071,101.9423,2.2544,169.7384
13480,22-14b-5,8758.0,32.8621,12.2577,0.8036,1244.4001,100.9105,2.2361,170.8826
13481,22-14b-5,8758.5,35.4013,12.2682,0.8154,1226.392,100.8713,2.3623,171.2632
13482,22-14b-5,8759.0,38.0807,12.2682,0.8223,1216.1012,102.5521,2.2982,179.7812
13483,22-14b-5,8759.5,39.0641,12.2788,0.807,1239.1573,101.1272,2.2195,172.3362
13484,22-14b-5,8760.0,42.5155,12.2718,0.8038,1244.0906,99.0145,2.1949,172.1409
13485,22-14b-5,8760.5,41.6581,12.2718,0.8108,1233.3497,98.2999,2.2971,172.4503
13486,22-14b-5,8761.0,42.3862,12.2647,0.8372,1194.4578,98.031,2.2881,172.6937
13487,22-14b-5,8761.5,37.3356,12.2788,0.8066,1239.772,98.1492,2.3316,172.15400000000002
13488,22-14b-5,8762.0,36.8552,12.2788,0.8332,1200.192,97.6029,2.321,172.2842
13489,22-14b-5,8762.5,34.5214,12.3106,0.8433,1185.8176,96.9932,2.3861,171.8191
13490,22-14b-5,8763.0,33.0363,12.3,0.8591,1164.0089,97.2493,2.3048,184.9523
13491,22-14b-5,8763.5,31.5668,12.2929,0.8417,1188.0718,97.6073,2.2851,179.5334
13492,22-14b-5,8764.0,34.5676,12.307,0.8905,1122.9646,99.8876,2.2441,180.4896
13493,22-14b-5,8764.5,35.0246,12.2929,0.9624,1039.069,97.865,2.2837,182.3031
13494,22-14b-5,8765.0,34.3827,12.2929,0.9535,1048.7677,99.2179,2.4216,174.1277
13495,22-14b-5,8765.5,32.0249,12.2894,0.9339,1070.7784,100.0588,2.3454,176.9647
13496,22-14b-5,8766.0,30.9968,12.2577,0.866,1154.7344,100.5916,2.2622,168.9893
13497,22-14b-5,8766.5,33.9143,12.2682,0.8757,1141.9436,100.9182,2.2862,166.0789
13498,22-14b-5,8767.0,33.3919,12.2435,0.9548,1047.3397,98.4183,2.3916,164.8367
13499,22-14b-5,8767.5,35.257,12.2435,0.9414,1062.2477,98.1403,2.4156,163.6232
13500,22-14b-5,8768.0,34.717,12.2471,0.94,1063.8298,98.0253,2.3225,165.8208
13501,22-14b-5,8768.5,37.9999,12.2259,1.0395,962.001,92.7295,2.3856,172.7957
13502,22-14b-5,8769.0,36.5917,12.2294,1.1307,884.4079,94.1891,2.3643,172.1328
13503,22-14b-5,8769.5,35.4128,12.2506,1.1342,881.6787,93.8376,2.4259,172.8089
13504,22-14b-5,8770.0,38.1941,12.2435,1.142,875.6568,95.6321,2.4201,165.4902
13505,22-14b-5,8770.5,48.8178,12.2506,1.1069,903.424,96.4247,2.4439,167.1661
13506,22-14b-5,8771.0,58.785,12.2435,1.0582,945.0009,98.296,2.4032,170.6669
13507,22-14b-5,8771.5,68.0918,12.2471,1.0705,934.1429,97.3047,2.3312,178.3284
13508,22-14b-5,8772.0,77.0097,12.2294,0.99,1010.101,97.0117,2.3694,179.5633
13509,22-14b-5,8772.5,79.3496,12.2365,1.0951,913.1586,96.9603,2.3959,178.7875
13510,22-14b-5,8773.0,78.7462,12.2153,1.3219999999999998,756.4296,95.6871,2.4344,171.56099999999995
13511,22-14b-5,8773.5,72.4556,12.2153,1.3837,722.7,94.7777,2.4004,167.3295
13512,22-14b-5,8774.0,74.8891,12.2365,1.3374,747.7195,93.4753,2.2601,169.5351
13513,22-14b-5,8774.5,79.5067,12.2365,1.222,818.3306,95.5306,2.3394,172.8144
13514,22-14b-5,8775.0,87.9599,12.2365,1.1668,857.0449,96.3495,2.3812,177.0776
13515,22-14b-5,8775.5,87.2111,12.2365,1.2026,831.5317,97.1282,2.3977,180.4756
13516,22-14b-5,8776.0,82.6026,12.2435,1.3691,730.4069,99.0961,2.4345,181.9908
13517,22-14b-5,8776.5,76.42699999999998,12.2506,1.3667,731.6895,98.8799,2.3181,183.754
13518,22-14b-5,8777.0,82.7386,12.2365,1.1856,843.4548,100.0664,2.3453,185.2684
13519,22-14b-5,8777.5,83.8104,12.2365,1.0131,987.0693,101.1582,2.371,185.4888
13520,22-14b-5,8778.0,79.1035,12.2506,1.0844,922.1689,100.2441,2.4225,185.0188
13521,22-14b-5,8778.5,59.5503,12.2506,1.0155,984.7366,99.3706,2.386,185.0515
13522,22-14b-5,8779.0,48.2686,12.2471,0.9335,1071.2373,99.443,2.4066,176.7344
13523,22-14b-5,8779.5,46.5854,12.2506,0.8718,1147.0521,99.6507,2.354,176.4134
13524,22-14b-5,8780.0,59.3391,12.2365,0.7847,1274.3724,99.756,2.3112,176.0284
13525,22-14b-5,8780.5,68.4319,12.2506,0.8888,1125.1124,99.5864,2.382,173.0585
13526,22-14b-5,8781.0,75.4002,12.2506,1.0158,984.4457,99.6059,2.4238,181.4593
13527,22-14b-5,8781.5,76.5791,12.2435,1.1740000000000002,851.7888,99.2579,2.4221,177.5517
13528,22-14b-5,8782.0,75.6163,12.2506,1.1876,842.0344,98.5788,2.3113,173.6083
13529,22-14b-5,8782.5,68.2264,12.2435,1.0524,950.209,97.9964,2.337,173.0575
13530,22-14b-5,8783.0,56.624,12.2506,0.8805,1135.7183,98.772,2.3679,172.6778
13531,22-14b-5,8783.5,45.7358,12.2577,0.9041,1106.0724,99.1355,2.4418,174.5323
